id,song_title,channel_name,youtube_link,lyrics
gaa5kwSsLT8,Mundo_Infierno,Sopa de Cabra,https://www.youtube.com/watch?v=gaa5kwSsLT8,"Obrí mis ojos, mi mente también
Vi cómo el mundo giraba al revés
Hui tres espías ros avançaron a mi encuentro
Registraron mi bolsa, señalaron mi precio
Salta, salta, salta sobre el fuego

No hay nada nuevo al otro lado del espejo
Todo es uno esta noche y uno es todo, esto es cierto
Salta, salta, salta sobre el fuego
Oh uh oh uh oh hombre eterno
Oh uh oh uh oh mundo eterno

Abre los ojos, tu mente también
Abre tus ojos, di lo que ves
Guerreros nobles, chamanes y hechiceros
Cabalgan de nuevo, liberándote del miedo
Salta, salta, salta sobre el fuego

Te siguen, te siguen, te seguirán"
La4XE-9vJHI,Sarah,Sopa de Cabra,https://www.youtube.com/watch?v=La4XE-9vJHI,"na na na na na na
na na na na na na
na na na na na na
na na na na na na
na na na na na na
na na na na na na
na na na na na na
na na na na na na"
H2bOUjF6l4w,Ginestà_Adentro_ft_Vera_Carrión_(Mafalda)_(Àudio),Ginestà Oficial,https://www.youtube.com/watch?v=H2bOUjF6l4w,"Todo pasa por adentro
Me atraviesa puñaladas
Que son lágrimas saladas
Que amanecen en tormentos
De tormenta, en madrugadas congeladas

Había sufrido poco
Mucho escudo y pecho lobo
Cuevas llenas de emociones
Lucen ya nuevas canciones
Al partir mi tripa en dos
Y así eres tú, y así soy yo

Y si sufro y me atropello
No más polos por despecho
Solo te agrietan el alma
Consumiendo cuerpos y aún así
No me curo de tu mirada
Y así eres tú, y así soy yo

Y el verano siempre vuelve
Y hay personas que ya no
Otras quedan, permanecen
Viven, mueren a tu lado
Solo así vive una flor
Y hay como yo, y hay como yo
Todo pasa por adentro"
OOezwNVNL8M,-_Pienso_En_Ti,Joan Sordé,https://www.youtube.com/watch?v=OOezwNVNL8M,"Por más que quiera
No puedo evitar de pensar
En ti
El tiempo pasa y sigo sin entender
Por que estoy así

Que voy a hacer
Si de mi mundo interior
No quieres salir
Quiero olvidarte
Pero tu recuerdo aún sigue en mi"
FPbCX1d4pZQ,Bruna_Kibo,evaparadies,https://www.youtube.com/watch?v=FPbCX1d4pZQ,"Camina la lluna vestida de pruna
Camina vestida de dol
Son para de crits, s'amaga a l'oblida
Son para l'idioma que no pot.

Para aules
Somniades
Para aules

Camina la lluna vestida de pruna
Camina vestida de dol
Son para de crits, s'amaga a l'oblida
Son para l'idioma que no pot.

Para aules
Somniades
Para aules"
5vtf8k3Ibgo,SHARIF_100_FRASES,Boa Música Urbana,https://www.youtube.com/watch?v=5vtf8k3Ibgo,"A veces busco el folio como el que busca la lumbre
Para escapar del hambre y del frío de Noviembre
A veces solo tengo la fuerza de la costumbre
Y el mimbre de unos versos que se rompen como siempre
De los deseos solo quedan las pestañas
Una canción y un cajón con telarañas ya
Solo le hago caso al corazón y a las entrañas
Que no es poco loco y así casi nunca me equivoco
Llevo muchos años ya jugando en este juego y nada nuevo
Siempre el mismo sol, el mismo foco
A veces me coloco y creo que debo ser fuego porque llego y
Convierto en ceniza a lo que toco, sabes?
En Zaragoza el frío quema los rosales
Por eso si el sol sale se celebran carnavales
Ya no crecen flores nuevas en los arrabales
Porque aquí pasan los días pero todos son iguales y yo solo
Brindo frente a una copa vacía
Tengo de compañía el silencio y su melodía
Escribo por la noche pa poder dormir de día
Soy amante del derroche, despilfarro la alegría si la tengo
Porque a veces es tan cara que el dinero no la paga aunque lo intente
Tú siente y compara, dime quién te ampara
Dime quién repara cuando el miedo es el que te mira a la cara
Dime, cuando el folio es el testigo de mi crimen
Quién me salva? Cuando el dolor a mí me oprime el alma
Cuando lloro desde la noche hasta el alba
Como un niño que de amigas tiene a dos ojeras malva y aún así
Parece que no escuchan lo que digo yo
No és el sol, és a mi sombra a quien persigo
A veces es verdad que la amistad es un castigo
Pero, que Dios me parta si traiciono a algún amigo
Yo hago aviones de papel que solo vuelan hacia el alba
Escribo con la piel para poder llegar al alma
He perdido amigos canutos, también dinero
Pero lo único que duele de verdad es lo 1º y lo 2º
Tener a quien querer en este mundo
A pesar de las tormentas poder mantener mi rumbo
Tu no te confundas que yo ya no me confundo
El odio y el amor miden lo mismo de profundo
Con un verso rotundo retumbo en tus sentidos
Fecundo tu mente a través de tus oídos
Yo voy con la esperanza del que todo lo ha perdido
Y así todo lo que viene es bienvenido, quieres saber?
Porque? Yo soy de esa clase de entorpes
Que les duelen más las palabras que los golpes, soy así
Mc por vocación, gris y sincero
La luna de Enero enamoró a mi lapicero
Yo prefiero demostrártelo a decirte que te quiero
Sé que el material de las palabras es ligero y que
La vida es corta, el reloj un embustero
Todo lo que importa no se compra con dinero
Pero, ¿qué le voy a hacer si el placer es pasajero?
Cuesta amanecer en esta jungla de acero
Con poco que ofrecer yo doy siempre lo que tengo
Porque así lo aprendí a hacer en el lugar de donde vengo
Yo vengo y perdón si llegué tarde a tu chantaje
Pero me fuí de viaje sin peaje a otro paraje
Creo que el maquillaje en el lenguaje es un vendaje feo
Si en el fraseo no hay mensaje, mejor vete a que hoy
Veo mucho rapeo por ego
Y luego en el juego del ruego su flow de fuego es fogueo
Por esta parte, poco que contarte, nada nuevo
El mismo nota que lo parte y luego se rasca los huevos
Yo para encontrarme, tuve que perderme
Tuve que aprender a desprenderme
Y ahora voy un poco más libre
Un poco más triste
En busca de una frase que ya sé que no existe
Solo soy el prisionero del tintero y de tu piel
El guerrero bucanero de un velero de papel
El patito feo, el castigado del recreo
Otro deseo de paseo que se quedó sin cordel y

Aún me queda aire, por suerte mi sombra siempre me concede un baile
Ay de este corazón ciego de orgullo
Que dice que si no es tuyo ya no quiere ser de naide
Y no nos sonríe igual la luna
Será por eso mismo que el sarquete ya no fumo
Quizá sea el espejo que ya no concede treguas
A los huesos de este viejo que no se muerde la lengua
Nena, véngame si muero en esta batalla
Y luego llévame junto a la playa
Y entiérrame en la arena
Cerca de la orilla pa que el mar me haga cosquillas
Y de noche me visiten las sirenas que
Solo Dios sé lo que pesa este pellego de
Niño viejo de macarra con complejos
Me miro en el espejo y te juro que no dejo de pensar
Que si no encuentro la felicidad lo dejo ya
<ctrl100>Tengo la suerte del que escribe por placer</ctrl>
Del que sabe que en la vida es perdonar y agradecer
Con poco más que hacer, que escribir y envejecer
Y esperar a que la muerte tenga labios de mujer
Lo confieso, a veces sueño con ese beso
Que quite el peso y haga del final el regreso
Para ser libre en este mundo preso
Solo nos queda el sexo, ponerle algo de seso
Por eso cuando no me queda un beso
Ni un canuto, ni un amigo
Cuando han perdido peso los huesos que van conmigo
Ya solo me confieso en el folio sobre el que escribo
Trenes expresos sin regreso hacia el olvido
Sin regreso hacia el olvido

2013"
mj1ycQOY77o,OQUES_GRASSES_–_IN_THE_NIGHT_(Chapt_2._Fans_del_Sol),Oques Grasses,https://www.youtube.com/watch?v=mj1ycQOY77o,"Oh yeah!
Jove, faja i funny, ué!
In the night, in the night, in the night, no night, no night,
In the night, in the night, in the night, no night, no night,
In the night, in the night, in the night, no night, no night,
In the night, in the night, in the night, no night, no night, night!

Ulla, aquest any pujo jo al meu propi party
Canta qui la vida al pit
No cal pensar en què serà demà de mi
Que si m’he de fer mal pensar-ho no em serveix
Cremo de desig, cremo de desig
Salva’t per ogrès i no em pregunto res
La teva pell em fa saltar pels marges
Que l’ànima se l’aire m’ho hi sento i el risc

In the night, in the night, in the night, no night, no night,
In the night, in the night, in the night, no night, no night,
In the night, in the night, in the night, no night, no night,
In the night, in the night, in the night, no night, no night, night!
Els dits penjen de l’arbre les tronjes senceres
Van creant les arrels i floreixen
Ja hem marxat tant neguit de vacances
Aquella pol naufragi l’encalla
Sublimat tot
Aprop del teu melic
I tot el dia lai-lo lai
I que no acabi, no acabi mai

Aquí en lloc has dels meus principis
La tristes ha set l’escala
Naixem en la fi dels dies
Les nostres mans, les nostres ales
Aquí en lloc has dels meus principis
La tristesa ha set l’escala
Naixem en la fi dels dies
Els nostres mals

In the night, in the night, in the night, no night, no night,
In the night, no night, no night,
In the night, in the night, in the night, no night, no night,
In the night, no night, no night, night!"
WcdiZJVj_MM,MAMA_DOUSHA_Que_Chévere_feat._Dj_Panko_(Videoclip),Mama Dousha,https://www.youtube.com/watch?v=WcdiZJVj_MM,"Un finde tonto
Que chévere, que chévere
La migdiada
Que chévere, que chévere
Que quando deixo si no treballas
Si no m' obris una lata, barra.
Que chévere, que chévere
Que chévere, que chévere
Al dilluns millor no em parlis
Al dimarts ja t' estac d'acord
Dels dimecres no sabria ni què dir
Al dijous ja estic fet pena
Al divendres és com tu
I sense anar-te'n a les mans aquest vermut.
Un finde tonto
Que chévere, que chévere
La migdiada
Que chévere, que chévere
Que quando deixo si no treballas
Si no m' obris una lata, barra.
Que chévere, que chévere
Que chévere, que chévere
El dissabte tot m'ho gasto
El diumenge no sé on soc
Per la tarda ja comença a fer-se fosc
Pa de forn amb xocolata
Descansar com és degut
Seguir el ritme de la vida, és fotut.
Un finde tonto
Que chévere, que chévere
La migdiada
Que chévere, que chévere
Que quando deixo si no treballas
Si no m' obris una lata, barra.
Que chévere, que chévere

Que chévere, que chévere
Que quando deixo si no treballas
Si no m' obris una lata, barra.
Que chévere, que chévere

Que chévere, que chévere
Que chévere, que chévere
La migdiada
Que chévere, que chévere
Que quando deixo si no treballas
Si no m' obris una lata, barra.
Que chévere, que chévere"
jFsQcHEWjIw,Ahora_o_Nunca,Sopa de Cabra,https://www.youtube.com/watch?v=jFsQcHEWjIw,"Yo solo existo porque tú lo haces
y además lo haces muy bien
Yo a ti te quiero un huevo
y el otro lo guardo para ti

Deja que la gente hable sin saber
ellos no lo entienden
pero tú y yo estamos bien
Yo solo lo hago porque tú existes

y además lo hago muy bien muy bien
Yo a mí me quiero un huevo
y el otro, el otro también también también
Deja que la gente hable sin saber

ellos que entienden
de si tú y yo estamos bien
Ahora, darte amor
es todo lo que sé

Ahora, darte amor
es todo lo que
Tú a mí me gustas mucho
y encima me caes muy bien

Deja que la gente hable sin saber
ellos no lo entienden
pero tú y yo estamos bien
Ahora, darte amor

es todo lo que sé
Ahora, darte amor
es lo que
Nos hacemos de las manos

nos atrapamos en la ciudad
descubrimos como la tierra
nos estaba esperando
Nos cogemos por donde sabemos

y nos adentramos
La tierra descubre como
nos estábamos esperando
Ahora, darte amor

es todo lo que sé
Ahora, darte amor
es todo lo que sé
Ahora, darte amor

es todo lo que sé
Ahora, darte amor
es todo lo que sé"
07QWPSIAisE,Oye,SirPepo,https://www.youtube.com/watch?v=07QWPSIAisE,"Ya solo quedan recuerdos
De todo lo que fuimos
Ya no me queda nada
Hace tiempo que perdimos
Tus manos por mi cuerpo
Bien frías como el hielo
Me acuerdo de esas noches
Cuando me agarrabas el pelo
Y yo quiero que lo entiendas
Esperando tu respuesta
No sabes lo que cuesta
Verte con la ropa puesta
Y vente pa' lo oscuro
Que tengo una propuesta
Vamos a darle duro
Hasta que amanezca

Y hoy yeah, baby
No tengo nada pa' ofrecerte
Lo que ves, yo soy así
Y hoy yeah, baby
Voy a buscarte entre la gente
A ver si me dices que sí

I ara diguem que passa
Nena ja estic a casa
Ja veuràs demà al matí quan em desperti amb la ressaca
I és res és al mateix
Ara ni el cos bateix
Ja em quedo aquí tota la nit
Per somiar que un comès
Ara estic amb la bola bajo aro
Pero ya no sé si voy a tirar
Ahora dime que es lo que hago
Ya que voy esto una comenzar
Carretera manta y cigarro
Con eso yo dejo de pensar
Que suficiente yo ya he pensado
Ahora toca estar lenny olvidar
Perdo el temps
Y no com voldria
Toy enfobo la mente prendia
Tengo ya la calle aborrecida
Una estrella fuga, mis sueños cumpliria
Bebiendo para la memoria borrar
Cierro los ojos te veo pasar
Los abro de nuevo veo que no estás
Y 20 botellas me hacen olvidar
Y hoy yeah, baby
No tengo nada pa' ofrecerte
Lo que ves, yo soy así
Y hoy yeah, baby
Voy a buscarte entre la gente
A ver si me dices que sí

Por la frontal, sacate un selfie
Bailamos genial
Esto es muy crazy, no tengo rival
Asunto my lady, la pista letal
Como Thomas Shelby
Ya llevo un tiempo y me para a pensar
Toda la atención que yo te llegue a dar
Sé que no fui bueno y te llegue a fallar
Pero dios al demonio llegó a perdonar
Las estrellas se apagan al verte
¿Qué puedo hacer pa' volver a tenerte?
Mi sueño es, te tengo de frente
En el party perdido rodeado de gente
Y yo quiero que lo entiendas
Esperando tu respuesta
No sabes lo que cuesta
Verte con la ropa puesta
Y vente pa' lo oscuro
Que tengo una propuesta
Vamos a darle duro
Hasta que amanezca
Y hoy yeah, baby
No tengo nada pa' ofrecerte
Lo que ves, yo soy así
Y hoy yeah, baby
Voy a buscarte entre la gente
A ver si me dices que sí"
FXm7P2HAlhM,Cuando_Todo_Vaya_Mal,Sopa de Cabra,https://www.youtube.com/watch?v=FXm7P2HAlhM,"Cuando todo vaya mal
cuando ya no pueda más
buscaré el camino hacia casa
seguiré mi estrella en el mar
cuando todo vaya mal
cuando ya no pueda más
volveré a cambiar mi destino
volveré de nuevo al hogar
Tanto tiempo traté de hacerlo bien
Tantas veces he aguantado sin querer
Tanto tiempo tratando de entender
Tantas veces lo eché todo a perder

Cuando todo vaya mal
cuando el sol no brille más
voy a regresar a tu lado
voy a revolver la ciudad
Cuando todo vaya mal
cuando el sol no brille más
vamos a perder el sentido
vamos a beber sin parar
No me importa aunque tenga que caer
No me importa que yo no sea menos que 10
No me importa si hay algo que perder
No me importa y no quiero entender
Oh oh oh ah ah ah
El camino es tan largo
oh oh oh ah ah ah
Hoy me siento cansado si
Cuánto tiempo tendré que hacerlo bien

Cuántas veces aguantando sin querer
Cuánto tiempo tratando de entender
Cuántas veces tendré que caer
Ahora dime cuántas veces tendré que caer
Cuántas veces tendré que caer"
aJ7a9j_yCkY,-_Cap.II_EUGA_DE_NIT_(Medley),Julieta,https://www.youtube.com/watch?v=aJ7a9j_yCkY,"Cuantas veces me he quedado en puerta pensando en dejar de poder olvidarte
Cuantas noches he meditado que me pierdo en el mundo para asi encontrarte
Tengo sueños de ti
Tienes sueños de mi
Nos encontramos ahi
Nos encontramos ahi

Solo me buscas si tienes frio
De esa carita ya no me fio
De que no sirvió aquel olvido
Si siempre vuelves a estar conmigo
Solo me buscas si tienes frio
De esa carita ya no me fio
De que no sirvió aquel olvido
Si siempre vuelves a estar conmigo

No se lo que te gusta más
Si solo es mi cama o hay algo más
Se que alejarte a todas las demás
Será por algo que no dirás
Sabes que lo que vales
Y no me llames
Para alejarte cuando todo esta que arde
Y no me seas cobarde
Para quejarte de que
Yo no te abro la puerta cuando dices
Que no
Que yo no tengo razón
Cuando digo
Que no
Que no tienes corazón

Solo me buscas si tienes frio
De esa carita ya no me fio
De que no sirvió aquel olvido
Si siempre vuelves a estar conmigo
Solo me buscas si tienes frio
De esa carita ya no me fio
De que no sirvió aquel olvido
Si siempre vuelves a estar conmigo"
H3-peH7R3Qw,Extraña_Enfermedad,Sopa de Cabra,https://www.youtube.com/watch?v=H3-peH7R3Qw,"Corriendo en la ciudad
Como un perro al que hay que atar
Sacudiendo los recuerdos sin poder volar
Buscando a quien hablar
Acechando en cualquier bar
Solo huyendo del silencio, extraña enfermedad

No hay más respuestas que las que tu mismo puedas dar
Ya no hay más puertas por abrir, tampoco por cerrar
Estás perdido en la ciudad
Colgado una vez más
De noche en la ciudad
Sin poder parar

Bolsillos que ocultar
Mil pedazos de cristal
Unos gramos de felicidad no vienen mal
Tendido en un portal
Esperando una señal
Un motivo para continuar un poco más

La vida se desliza sobre heridas por curar
Destellos de avenidas, farreny de toda realidad
Estás perdido en la ciudad
Colgado una vez más
De noche en la ciudad
Sin poder parar

Falsos remedios para tanta soledad
El amor hoy tiene un precio que la carne ha de pagar
Las calles duelen como campos de ansiedad
Ya no hay nada que esté escrito, ya no hay nada hasta el final
Y hoy estás perdido en la ciudad
Colgado una vez más
De noche en la ciudad
Corriendo sin parar

Perdido en la ciudad
Colgado una vez más
De noche en la ciudad
Sin poder parar

Y en mil calles, y en mil bares
Y en mil caras que olvidar
Y en mil calles, y en mil bares
Y en mil caras que olvidar
En nadie de nadie de nadie más
En nadie de nadie de nadie más"
jDwxzzIS9tc,-_La_gente_(Videoclip_oficial),Lágrimas de Sangre,https://www.youtube.com/watch?v=jDwxzzIS9tc,"Hay gente mala, mala, que está llena de miedo
que endurecieron sus almas curtidas
Gente buena y formal, que a la que te descuidas te dan puñalás y te olvidan
Que no van a sentirse hermanas, jamás, ni medio mal por joderte la vida
Hay mucha gente buena, que son dura piedra, y tienen momentos de debilidad
y pura gente que están siempre hechos mierda, y de algún lado sacan valentía
A veces se junta la gente sincera, diferentes caras se mezclan un día cualquiera
A veces ese que nunca saluda te sorprenderá, y lo que encierra dentro prenderá
Y es que siempre habrá quien buscará bronca, y otros te apoyarán sin aparente motivo
Que no van a callar, no les sale fallar, lo darán todo por un buen amigo
Hay locos que creen que el mundo está en sus manos, luego son un caos, viven descontrolados
Llegando al desprecio, ensuciando espacios contra la lógica ecológica del mundo en que habitamos
El amor está en el aire, y el aire intoxicado, queremos lluvia fuerte en verano
Yo sé que nunca me dejará, y nunca se secara la limpia alergia que alimenta nuestra órbita

Nos organizamos, nos equivocamos, y a veces parece que hasta haya humanidad
Alguien se bloquea en la asamblea, mentes anónimas que miman en la intimidad
Y esa debilidad nos rivaliza, con la fuerza de la rabia de la sinceridad
y de la claridad cristalina voluntad, gotas de pureza en la mirada
A veces me pregunto quien serán, donde irán cuando estoy en el semáforo, comiéndome un cruasan
Con pinta de perdidas, lidian con su rol, distintas vidas unidas todas bajo el mismo sol
Hay gente que habla poco, de la que no te fías un pelo, gente que no calla pero te guarda un secreto
Gente segura de sí misma, atareada, gente que no mueve el culo nunca para nada
A veces una sola mirada es suficiente, a veces hacen falta meses para conocerse
Personas admirables o autentica basura, el arte de escoger quien se larga y quien perdura
Quien será el siguiente que rompa con las normas, quien será el siguiente que se imponga por las formas
Escenas cotidianas que conforman un patrón, después de algunos años conocemos el guion
Conocemos al truhan, al cojo y al mentiroso, aquel trozo de pan que se las da de peligroso
Un crisol de grises, rasgos y matices, traumas y cicatrices dicen quien y cómo somos
Quien busca a los demás porque huye de sí mismo, quien con copas de más se pasa de pesadísimo
Hacemos del entorno de todo menos monótono, observándolo me descojono del horóscopo
Hay gente cuerda y sana que están como cabras
que huyen del rebaño que suben montañas

y ratas de ciudad sin luz ni agua ni ganas
de na con esta tan soez sociedad que apesta
de sucias gestas, hay gente cansada
que busca un respiro
es gente perdida en mitad del camino

Gente que sufre y que busca un amigo
Gente que cuenta conmigo y que cuenta contigo
Yo cuento contigo, se si tu cuentas conmigo
Yo cuento contigo, se si tu cuentas conmigo"
xCx8MP90iic,-_Síguela,Joan Sordé,https://www.youtube.com/watch?v=xCx8MP90iic,"No la dejes escapar
la tienes ahí delante, mírala
nada saldrá mal
y no mires atrás
una puerta se abre y otra más
se abre con otra oportunidad

Síguela
tienes que seguir creando
Síguela
sigue evolucionando
Síguela
después de un golpe vienen los pasos
no lo dejes de intentar

si nada es suficiente
para el resto
de la gente y para ti
¿qué hay de ti?

Y deja de pensar que cualquier cosa
es peor que ayer, porque
si eres más fuerte hoy que ayer
Síguela
tienes que seguir creando

Síguela
sigue evolucionando
Síguela
después de un golpe vienen los pasos
no lo dejes de intentar

Síguela
Búscala
tu oportunidad
ahí está
Síguela
Mírala
Tócala
Cógelo"
-0rki880EVQ,03_La_vuelta_al_mundo_Txarango,Txarango Oficial,https://www.youtube.com/watch?v=-0rki880EVQ,"Dale esquina que mira
Dale guerra al que espera
Dale amor a la guerra
Dale, dale!
Dale calma a la prisa
Dale a la cara una sonrisa
Dale tiempo a tu instinto
Dale, dale!
Dale un vivir distinto
Dale fuerte a lo injusto
Dale justo y sin freno
Dale, dale!
Dale la vuelta al mundo
Dale color
Dale corazón
Que alumbra el día eh!
Dale color
Yo digo Dale, dale!
Hoy dale al rumbo alegría
Alegría!

Son las cosas como son
Pero sentirlo no vale
Por eso dale
Dale a la vida besos
Dale al andar pasión
Dale revolución
Dale, dale!
Dale todo el impulso
Dale fuerte a lo injusto
Dale justo y sin freno
Dale la vuelta al mundo
Por que son las cosas como son
Pero sentirlo no vale
Por eso dale
Dale la vuelta al mundo
Dale color
Dale corazón
Que alumbra el día eh!
Dale color
Yo digo Dale, dale!
Hoy dale al rumbo alegría
Dale color
Remodea el mundo en tu imaginación
Que se iluminen los senderos prohibidos
Nunca tengas miedo en escuchar tu voz
Que no te quiten las ganas de ser viento
Y siento!
Que la vida es un pulso!
Dale magia a este caminar convulso
Y volver a reír
Darle la vuelta al mundo

Dale!
Dale, dale la vuelta al mundo
Dale color
Dale corazón
Que alumbra el día eh!
Dale color
Yo digo Dale, dale!
Hoy dale al rumbo alegría
Alegría!"
Be99eXgOzjE,-_IL_MIO_CANTO_D'AMORE,Figa Flawas,https://www.youtube.com/watch?v=Be99eXgOzjE,"Vaig invitar a un ragazzo
a dormir esta sera
e ci siamo innamorati
poi itardi abracci
Ma non è allo i Scotti
e lavamo gli animali
Ma non è allo i Scotti
e lavamo gli animali"
pSWYGBlQhAw,",_Raul_Clyde_LOEWE_(Videoclip)",Mushkaa,https://www.youtube.com/watch?v=pSWYGBlQhAw,"Ella diu que ha nascut per a estar sola
Si m'ha de preocupar d'arrere tres mols
Tu volies ser la mea pupil·la
Que ja n'hi ha a l'Apollo, tan posava-s a to
Tu ja saps que a tu sempre et tinc mono
Que ets la única nena que jo corono
Que ets la única nena que jo perdono
Que mai abandono
Thinker, què necessita? No
Que ja li vull es treure el panty i lo bebe
Igual que lo repito, no
La nena té un don, quiero que se me pegue
Però sempre s'em complica, no
Que ja li vull es treure el panty i lo bebe
Igual que lo repito, no
Thinker, què necessita?

Conmigo se pone más freaky
Cuando lo mueve y le pego los diquis
Azul lo ebe, luego la subí para el 49
Quiere que se lo en cuelve
Y yo se lo puse en el baño del Abrés
Fumando Cristina ya se quita el estrés
Lo nuestro no es sexo, sólo ebe
Te vi por la Rambla, estabas de espaldas
Tu ibas con los leis
Esos que te quedaban tan bien
Pero más cuando te lo quitabas
Sabe dónde estoy, pues ven
De va
Que si nos pegamos, fue por el destino, no es casualidad
Nena
El panty lo ebé, a tu te resaltaba, marcaba que estabas

Vale, va
Si nos conocemos fue por el destino, no es casualidad
Beba
Los dos lo sabemos
(No te hagas)
Thinker, què necessita? No
Que ja li vull es treure el panty i lo bebe
Igual que lo repito, no
La nena té un don, quiero que se me pegue
Però sempre s'em complica, no
Que ja li vull es treure el panty i lo bebe
Igual que lo repito, no
Thinker, què necessita?
Aquí a Xøri, enamora a qualsevol que la provi
Enamora a fins i tot el Dimoni
Enamora, però no vull ser Xøri
I Xøri
Ella diu que ha nascut per a estar sola
Si m'ha de preocupar d'arrere tres mols
Tu volies ser la mea pupil·la
Que ja n'hi ha a l'Apollo, tan posava-s a to
Tu ja saps que a tu sempre et tinc mono
Que ets la única nena que jo corono
Que ets la única nena que jo perdono
Que mai abandono
Thinker, què necessita? No
Que ja li vull es treure el panty i lo bebe
Igual que lo repito
La nena té un don, quiero que se me pegue
Però sempre s'em complica
Que ja li vull es treure el panty i lo bebe
Igual que lo repito
Thinker, què necessita?

SKEN col amb Music Yaya
Está loco
Está loca
No en junts es sexy
efe
Desde el 2014
Dime Bro Ruth
Efe
Amanecido robotizado"
XgDUBNi-tRc,-_Cap.I_CARI_(Medley),Julieta,https://www.youtube.com/watch?v=XgDUBNi-tRc,"Pren a Serengueti, tot el gueto i tot el hippy
Cari, cari, acaricia'm
Saps que t'estimo
i Harry, Harry, acaricia'm
Acaricia'm, acaricia'm
És de nit i ja marxem sense sol
i on anem que sempre ens perdem quan més ens busquem
I quan entro a la pista tu balles
Només s'afegeix to
Cari, cari, acaricia'm
Saps que t'estimo
I cari, cari, acaricia'm
Pren a Serengueti, tot el gueto i tot el hippy
Cari, cari, acaricia'm
Saps que t'estimo
I Harry, Harry, acaricia'm
Acaricia'm, acaricia'm

Si estás aquí
Estás ahí
Estás yendo tal que
ni me estás tanteando
Si estás aquí
Estás ahí
Estás yendo tal que
ni me estás tanteando
En mi coche
Porque pienso en ti
Cada noche
El volumen a mil
En mi coche
Porque pienso en ti
Cada noche
El volumen a mil
En mi coche
Yeah, ahora que soy soñar
Yeah, ahora que soy soñar"
An_TJ4KF310,",_Josep_Montero_The_Bright_Side_(Confination_Song_IX)",STAY HOMAS,https://www.youtube.com/watch?v=An_TJ4KF310,"Combination number nine and ride
És així c'est la vie
I don't wanna worry about this all day long
És així c'est la vie
Et cada dia cada dia va tot right
Nobody wants to be alone
Nobody wants, nobody wants
But there's a world outside your phone
If you see the bright side
You'll be free
Trobar-me a mi és el millor regal que tinc
Let's forget it tonight
And you will see
Trobar-te a tu és el millor regal que tinc
Let's forget it tonight
Let's forget it tonight
Let's forget it tonight

Puc estar-me fent res
Igual que ho fan les flors
Believe in me, is the best present that I have
Vaig sempre tant de pressa que no en veig
Vull atrapar-ho tot
I ara em conformo amb menys
If you see the bright side
You'll be free
Trobar-me a mi és el millor regal que tinc
Let's forget it tonight
And you will see
Trobar-te a tu és el millor regal que tinc
If you see the bright side
You'll be free
Trobar-me a mi és el millor regal que tinc
Let's forget it tonight
And you will see
Trobar-te a tu és el millor regal que tinc
Let's forget it tonight
Nobody wants to be alone
Let's forget it tonight
Let's forget it tonight"
sqFickrNDrk,EDEN_GOLAN_Taxi_(Official_Single),Cat Music,https://www.youtube.com/watch?v=sqFickrNDrk,"Taxi take me home 'cause I feel alone
Oh, oh, oh, oh
Play my favorite song while I sing along
Oh, oh, oh, oh
Taxi take me home 'cause I feel alone
Oh, oh, oh, oh
Play my favorite song while I sing along
Oh, oh, oh, oh

Never thought I would be talking to myself in my head, in my head, mm
I still read all the messages you sent
But I wish that I could press rewind
9am you kissing me baby, I, I, I, I
2pm you're trying to blame me, why, why, why, why
Done!
We fighting it's over
Pack my stuff goodbye my lover and 
I've had enough

Taxi take me home 'cause I feel alone
Oh, oh, oh, oh
Play my favorite song while I sing along
Oh, oh, oh, oh
Taxi take me home 'cause I feel alone
Oh, oh, oh, oh
Play my favorite song while I sing along
Oh, oh, oh, oh
Taxi take me home!

Taxi take me home!
9am you kissing me baby, I, I, I, I
2pm you're trying to blame me, why, why, why, why
Done!
We fighting it's over
Pack my stuff goodbye my lover and 
I've had enough"
